Folder Name,Image Name,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,NOSE_x,NOSE_y,NOSE_z,Left_Elbow_Angle,Left_Shoulder_Angle,Left_Knee_Angle,Left_Hip_Angle,Left_Ankle_Angle,Right_Elbow_Angle,Right_Shoulder_Angle,Right_Knee_Angle,Right_Hip_Angle,Right_Ankle_Angle,View
vriksasana,2-0.png,0.9324766397476196,0.619699239730835,-0.2769722044467926,0.45759117603302,0.5911779999732971,1.0320364236831665,0.377817690372467,0.7160680890083313,-0.2030171304941177,0.3533740043640136,0.074407547712326,0.1084022670984268,0.6023619771003723,0.1976800858974456,0.1934193521738052,0.2416028678417205,0.1986496746540069,0.3139223456382751,0.3246714174747467,0.2654055655002594,-0.8533684611320496,0.2535361051559448,0.2636017203330993,-1.1227099895477295,0.3595009446144104,0.0645404756069183,-0.4008205533027649,0.6322548389434814,0.3338102102279663,-0.1358482837677002,0.4906229376792907,0.0782943069934845,0.0168128740042448,0.0598745942115783,0.3242424130439758,-0.2241300791501999,0.4636329412460327,0.913672685623169,0.4142146110534668,0.2763405442237854,0.4905795753002167,-0.0420598797500133,0.5065675973892212,0.4769572913646698,0.0407888107001781,0.4348397254943847,0.0662369430065155,-0.4203078150749206,0.3818040490150451,0.0812938213348388,-0.497210681438446,65.07679575143688,31.317419140609186,15.09138893039937,89.59600875775874,176.56299006089824,17.261661720476944,62.13747988512605,179.24493567206116,162.55660978580238,66.52577332497209,Rare or Mixed View
vriksasana,51-0.png,0.929097592830658,0.6434800624847412,-0.2244309484958648,0.3413165211677551,0.6418076753616333,0.8545322418212891,0.2404797673225402,0.7320668697357178,-0.2947797179222107,0.2152143120765686,0.2419935762882232,-0.580393373966217,0.4777470231056213,0.3177703320980072,-0.3049311339855194,0.1293929666280746,0.3057034611701965,-0.4277245700359344,0.3757812976837158,0.0996207222342491,-0.598133385181427,0.2324073016643524,0.10434290766716,-1.1376172304153442,0.2510835826396942,0.2375676929950714,-1.0191388130187988,0.4442456364631653,0.1879830062389373,-0.3544513285160064,0.3925678431987762,0.2438997328281402,-0.5316590666770935,0.1265883594751358,0.1894182562828064,-0.7488493323326111,0.3158859610557556,0.896049439907074,0.0669980570673942,0.1899373829364776,0.552645742893219,-0.1213777884840965,0.4424140453338623,0.5389261245727539,0.1204078495502471,0.3479844033718109,0.2363831996917724,-1.007259964942932,0.2950499355792999,0.2496946603059768,-1.0751900672912598,65.56255378582685,156.4492894100559,162.0948931496854,93.04738371255992,118.18047195368356,59.715046929491166,167.60577752991034,171.03737342132806,178.04346793000394,65.3050071263023,Arm-Specific (Partial Extension)
vriksasana,49-0.png,0.8537313342094421,0.7584654092788696,-0.1365111619234085,0.7562058568000793,0.920432150363922,0.5654242634773254,0.0887585282325744,0.6629728674888611,-0.6353111267089844,0.6280532479286194,0.2593513429164886,-0.7990133166313171,0.937546730041504,0.3215543031692505,-0.6505789756774902,0.5430352091789246,0.3282053768634796,-0.5143510103225708,0.7462255954742432,0.104861706495285,-1.355527400970459,0.6516385078430176,0.1029812693595886,-1.2139205932617188,0.673099160194397,0.2529790997505188,-1.3110921382904053,0.9436308145523072,0.1986904740333557,-1.048025369644165,0.7993797659873962,0.2564751505851745,-0.7954971790313721,0.5104188919067383,0.2055756151676178,-0.7995460033416748,0.6572790145874023,0.6816637516021729,1.04433012008667,0.6042815446853638,0.5599398612976074,0.0563082881271839,0.8893257975578308,0.5691368579864502,-0.0571224428713321,0.7687833309173584,0.2513163387775421,-1.311240792274475,0.7226144075393677,0.2636416256427765,-1.382943868637085,112.58732066703487,171.8135573840071,159.59400837865303,179.62617881394283,121.05352268301992,111.10359837322648,179.910139672065,13.185279391174328,86.49778732773198,1.8829984466645848,Rare or Mixed View
vriksasana,18-0.png,0.9012054204940796,0.6704327464103699,-0.1851454228162765,0.3953767716884613,0.6236433386802673,0.8709102272987366,0.2821176648139953,0.7412152886390686,-0.1315106153488159,0.207781121134758,0.2339626252651214,-0.2704180479049682,0.4762789607048034,0.3194919526576996,-0.0453339144587516,0.099615067243576,0.3190223574638366,-0.106391467154026,0.3724460005760193,0.1231823861598968,0.0018587179947644,0.1831758618354797,0.1318332254886627,-0.5163083076477051,0.250417023897171,0.2266696095466613,-0.7525603175163269,0.596969485282898,0.1881199181079864,-0.1188966855406761,0.3664124608039856,0.2352822721004486,-0.2703779339790344,0.0083555281162261,0.2051989287137985,-0.3209410607814789,0.3585993945598602,0.8946812152862549,0.5012845993041992,0.2065435051918029,0.5509064197540283,-0.0373747237026691,0.4511305093765259,0.5408220291137695,0.0366476140916347,0.3422362208366394,0.2282099425792694,-0.7503096461296082,0.2970768809318542,0.2415614128112793,-0.8331019878387451,63.55766519523033,143.90892372399412,10.780274210676035,99.58273899036892,174.71514996341145,74.04462529642839,166.03440464992337,175.16871456913125,176.90288777467677,63.51003544515933,Front View (Perfect)
vriksasana,25-0.png,0.6361330151557922,0.7071519494056702,-0.1332122832536697,0.5904437303543091,0.9003538489341736,0.4175125360488891,0.0523570775985717,0.629260778427124,-0.3724669218063354,0.4999341070652008,0.081746757030487,-0.305550217628479,0.8009797930717468,0.2107408791780471,-0.169643759727478,0.3737863600254059,0.2073306888341903,0.0390046909451484,0.6665891408920288,0.3092026114463806,-1.3472352027893066,0.5344901084899902,0.3108713626861572,-1.2214906215667725,0.539199709892273,0.0702764689922332,-0.8053039908409119,0.9553638100624084,0.3413921296596527,-0.5560131669044495,0.6662271022796631,0.0796110332012176,-0.3774332106113434,0.230541855096817,0.3350036740303039,-0.3160714507102966,0.4960927665233612,0.56415855884552,0.8323519825935364,0.4362623989582062,0.4755270183086395,0.074311226606369,0.6841890811920166,0.4819336533546448,-0.074979543685913,0.6303243637084961,0.0699094533920288,-0.822580099105835,0.5879485607147217,0.0876182913780212,-0.8881170749664307,33.87992034366899,73.05901793587101,178.73974861126635,168.7454825810554,103.30513719656769,37.17089105200717,61.40270041784078,13.47694390008283,98.71035683003264,8.346544145550794,Rare or Mixed View
vriksasana,44-0.png,0.8843876123428345,0.615710437297821,-0.1190517470240593,0.610235869884491,0.5947005152702332,0.5156973004341125,0.548633337020874,0.7346891760826111,-0.1352312117815017,0.4880914390087127,0.1296307444572448,-0.5975659489631653,0.6566506028175354,0.2281060516834259,-0.2714946568012237,0.4226707816123962,0.2424326390028,-0.4902271330356598,0.9418397545814514,0.0679962933063507,-0.5701807737350464,0.1311951875686645,0.0558264553546905,-1.0729379653930664,0.5120711326599121,0.114945501089096,-0.8323739767074585,0.8173847198486328,0.1511785387992859,-0.2612254321575165,0.5816840529441833,0.1281865239143371,-0.5024051666259766,0.2808343768119812,0.1494539082050323,-0.7252607941627502,0.5812876224517822,0.9261472821235656,0.1497735381126403,0.5048966407775879,0.515410840511322,-0.0791889876127243,0.6406299471855164,0.4963529407978058,0.0783507823944091,0.5614696741104126,0.1165041923522949,-0.8106240034103394,0.5385912656784058,0.1302277147769928,-0.8607332110404968,171.81817061484526,118.99367173904396,21.70661634478435,112.67112852690552,175.6176405003009,178.78747829882747,140.0094746652218,178.39895275096512,174.516809019648,80.32100846211148,Arm-Specific (Partial Extension)
vriksasana,3-0.png,0.9480274319648744,0.6437456607818604,-0.3818522989749908,0.4971413612365722,0.6171800494194031,1.0237271785736084,0.3559800982475281,0.7344087362289429,-0.2030730098485946,0.3271718621253967,0.096561461687088,0.0030036226380616,0.6174049973487854,0.2179189920425415,0.2850633859634399,0.1981360912322998,0.2193917781114578,0.1499712914228439,0.4597254693508148,0.3207764625549316,-0.6531331539154053,0.3637605011463165,0.3209427893161773,-0.78517085313797,0.364965409040451,0.0839885771274566,-0.4287090599536896,0.7826447486877441,0.3314263820648193,0.057532861828804,0.4917238354682922,0.099825233221054,0.0575047545135021,0.0485493838787078,0.3406699597835541,-0.2190665006637573,0.4522450864315033,0.919126272201538,0.3937522172927856,0.3061047196388244,0.5068637728691101,-0.0999669060111045,0.5599136352539062,0.4997485280036926,0.0984649881720542,0.4574370682239532,0.0875110626220703,-0.4160721600055694,0.4121713042259216,0.1035085618495941,-0.5080893635749817,32.59722564258623,67.04360354114183,16.983857551523002,98.8259842904258,176.6281065344643,35.4524578968786,71.55157013007782,164.8369581146452,171.77793932863625,62.47386267013169,Rare or Mixed View
vriksasana,43-0.png,0.9321905374526978,0.713318407535553,-0.4566814303398132,0.4929054081439972,0.8117375373840332,0.977698564529419,0.2726598083972931,0.7710104584693909,-0.1915531456470489,0.1864811182022094,0.2490014433860778,-0.0299198050051927,0.5340619683265686,0.3245058357715606,0.1138247177004814,0.1012027859687805,0.3335934281349182,0.160395473241806,0.6119340658187866,0.13675257563591,-0.5232162475585938,0.0446561574935913,0.169429063796997,-0.9350488781929016,0.2310710549354553,0.2430073320865631,-0.6162084937095642,0.6164896488189697,0.2090050280094146,-0.1582020819187164,0.4099518060684204,0.2491822391748428,-0.0785636976361274,0.0336540937423706,0.2595698535442352,-0.3026990592479706,0.3809584379196167,0.939340353012085,0.3234339356422424,0.164748266339302,0.5766903758049011,-0.060434240847826,0.4743778705596924,0.5696242451667786,0.0593389421701431,0.3472655117511749,0.242523044347763,-0.6256495714187622,0.2879303991794586,0.2556228339672088,-0.7150510549545288,140.87849861620276,158.1709764418858,30.05379442562428,93.7408629757198,167.3717709833662,130.6598555254767,152.26793980440968,176.2886084245092,165.60463585862675,57.24393239242043,Arm-Specific (Partial Extension)
vriksasana,4-0.png,0.9324246644973756,0.527070939540863,-0.4993073940277099,0.4605493247509002,0.5809970498085022,0.3825892806053161,0.387244164943695,0.7087845802307129,-0.106827013194561,0.2888911664485931,0.0777055919170379,-0.2800987064838409,0.5623151659965515,0.1956025958061218,0.0372505262494087,0.1752875298261642,0.2018110752105713,-0.0950791239738464,0.4323480725288391,0.2801602482795715,-1.028064846992493,0.2874837815761566,0.2780129909515381,-1.2812315225601196,0.3313711881637573,0.0704140067100524,-0.676557183265686,0.6612968444824219,0.3413148820400238,-0.2652773559093475,0.4346885681152344,0.0753865540027618,-0.226773127913475,0.0621585845947265,0.3397086262702942,-0.5773446559906006,0.4297317266464233,0.9163261651992798,0.2220828533172607,0.305888831615448,0.4931093454360962,-0.0813977196812629,0.5222219228744507,0.4653078317642212,0.0801764279603958,0.4080441296100616,0.0701675415039062,-0.6638481616973877,0.3694204986095428,0.0920575857162475,-0.7351818084716797,40.856755552798354,42.643513035435625,15.082052157081147,90.10712241724774,173.48049788713178,35.32240562158687,63.51361188496095,170.90254822883864,176.51838231601056,78.43036358630525,Rare or Mixed View
vriksasana,16-0.png,0.6360572576522827,0.7112981677055359,-0.5124309659004211,0.566196084022522,0.9220743775367736,-0.1817947924137115,0.0924302637577056,0.5658251047134399,-0.6299314498901367,0.5767518281936646,0.1159407794475555,0.5285171866416931,0.8272504806518555,0.2343368232250213,0.4540891647338867,0.4550148546695709,0.2280981838703155,0.7644281983375549,0.7086827754974365,0.2679017186164856,-0.6560613512992859,0.6265192031860352,0.2667245864868164,-0.6656364798545837,0.6220834851264954,0.1073755919933319,0.0335934273898601,0.9029933214187622,0.3728384971618652,-0.0104436632245779,0.7304829359054565,0.119135558605194,0.4232783317565918,0.3977793157100677,0.3662025034427643,0.2431892901659011,0.5819834470748901,0.5790091156959534,0.0790643766522407,0.507174015045166,0.476361334323883,0.1100859567523002,0.7247384786605835,0.4839415550231933,-0.1110117807984352,0.702998697757721,0.1108572483062744,0.0088261552155017,0.6568174958229065,0.128397136926651,-0.0695677623152732,32.95581696079709,51.0008891081507,177.0291909348253,178.98061339943212,108.33763043888156,43.98507514073115,34.37598759918319,160.42322466224445,90.307615814057,57.24393239242043,Rare or Mixed View
